mc_tuberculosis_rn18_500_cross_entropy,1.3313817977905273,1.3311861753463745,4635,1,3,0.07027329036796778,1,0,265.65852212905884
mc_tuberculosis_rn18_500_cross_entropy,1.3313817977905273,1.3311861753463745,4635,1,3,0.07027329036796778,1,1,0.34783339500427246
mc_tuberculosis_rn18_500_cross_entropy,1.315240502357483,1.3365352153778076,529,1,3,0.32930180446965673,3,0,265.887469291687
mc_tuberculosis_rn18_500_cross_entropy,1.3121991157531738,1.3341768980026245,1055,2,3,0.3230086121643292,3,1,0.20743680000305176
mc_tuberculosis_rn18_500_cross_entropy,1.3313817977905273,1.3311861753463745,4635,1,3,0.07027329036796778,1,2,0.4223158359527588
mc_tuberculosis_rn18_500_cross_entropy,1.3121991157531738,1.3341768980026245,1055,2,3,0.3230086121643292,3,2,0.2241513729095459
mc_tuberculosis_rn18_500_cross_entropy,1.3298957347869873,1.3297313451766968,5165,2,3,0.08827106886371323,1,3,0.30924415588378906
mc_tuberculosis_rn18_500_cross_entropy,1.3121991157531738,1.3341768980026245,1055,2,3,0.3230086121643292,3,3,0.23265767097473145
mc_tuberculosis_rn18_500_cross_entropy,1.3298957347869873,1.3297313451766968,5165,2,3,0.08827106886371323,1,4,0.33712244033813477
mc_tuberculosis_rn18_500_cross_entropy,1.3054794073104858,1.327890396118164,1055,2,3,0.2826203456163825,3,4,0.3638007640838623
mc_tuberculosis_rn18_500_cross_entropy,1.3296399116516113,1.330422282218933,5165,2,3,0.0827322735700627,1,5,0.33941054344177246
mc_tuberculosis_rn18_500_cross_entropy,1.3018608093261719,1.326735019683838,1055,2,3,0.30946154374314927,3,5,0.3267672061920166
mc_tuberculosis_rn18_500_cross_entropy,1.3268101215362549,1.327341079711914,5695,3,3,0.0701062116839367,1,6,0.3399782180786133
mc_tuberculosis_rn18_500_cross_entropy,1.299015998840332,1.3227137327194214,1055,2,3,0.3475206843747813,3,6,0.3577132225036621
mc_tuberculosis_rn18_500_cross_entropy,1.3168327808380127,1.3336540460586548,10589,5,4,0.350297643464027,1,7,0.2877063751220703
mc_tuberculosis_rn18_500_cross_entropy,1.2973389625549316,1.3214820623397827,1581,3,3,0.3997325888193269,3,7,0.19085216522216797
mc_tuberculosis_rn18_500_cross_entropy,1.3500350713729858,1.3500407934188843,3173,1,4,0.03561008896457963,4,0,244.57349395751953
mc_tuberculosis_rn18_500_cross_entropy,1.315611720085144,1.3324720859527588,10041,4,4,0.350297643464027,1,8,0.29645872116088867
mc_tuberculosis_rn18_500_cross_entropy,1.2973389625549316,1.3214820623397827,1581,3,3,0.3997325888193269,3,8,0.308638334274292
